IUPAC,Gal-3C (0.5ug/ml),Gal-3C (2ug/ml),Gal-3C (5ug/ml),Gal-3C (20ug/ml),Gal-3C (50ug/ml)
Gal(a1-Sp8,3.8990611967284132,4.530573734822837,22.478744784258584,2.318890597354674,19.57824451074456
Glc(a1-Sp8,14.569675005841182,3.625259724028942,12.191083594270856,7.857665468137921,10.827906363766763
Man(a1-Sp8,3.9543639871034846,7.1573182111621945,23.34141501808893,11.743437892996536,17.396199210627405
GalNAc(a1-Sp8,18.44535814044191,6.373996109388531,15.928110489634365,7.488399115242633,3.8215749920679816
GalNAc(a1-Sp15,15.055412572006595,7.698973739564266,6.820305843765402,9.913930826703737,2.7844798692933965
Fuc(a1-Sp8,15.354028503403704,8.601347867437209,16.31126991142422,16.083364738345853,12.387774415224873
Fuc(a1-Sp9,25.72861456723175,32.81435696351773,14.572986748633342,17.493550395121762,12.991869839088901
Rha(a1-Sp8,19.459713411109124,9.843250455515195,9.114780034098466,7.2708420220196155,12.986550504367974
Neu5Ac(a1-Sp8,6.074827713537798,9.0799253679018,11.767386885654199,10.125059003079109,9.440289647745619
Neu5Ac(a1-Sp11,7.158341701120441,12.172142872833293,15.133316631745556,6.440883997493413,9.015151351428699
Neu5Ac(b1-Sp8,4.772279904039569,4.371697492107604,5.402008415009488,5.4319220054538135,10.161631223053382
Gal(b1-Sp8,9.74139259893917,23.31847038508316,9.742111741087411,10.781612107194373,37.46074175062032
Glc(b1-Sp8,12.641652635467922,11.47037457016988,9.59140721792167,4.041315414874187,19.500631764210453
Man(b1-Sp8,4.7432986597760864,14.473774894701785,5.2230602832534485,15.015166826995285,3.751713310831031
GalNAc(b1-Sp8,4.988933124677083,18.83652773814752,9.911713091548144,8.02061962049487,15.95828005519392
GlcNAc(b1-Sp0,10.089012446716467,8.045531431121661,8.539421436686071,3.564860895836856,18.281335512005136
GlcNAc(b1-Sp8,17.66802090840963,3.6119284446354434,12.471489507405842,7.8580158914321405,13.672668157891984
GlcN[Gc](b1-Sp8,3.052515769410534,8.31905444241311,7.163841803750754,18.173031113530115,9.762500208237286
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]GalNAc(a1-Sp8,7.597778130644535,9.937455731557591,5.6161001026067865,4.694980437570221,15.04702316149282
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]GalNAc(a1-Sp14,20.03271373834561,7.417840997835333,5.711507185206579,7.652151582833843,33.91022232104208
GlcNAc(b1-6)[GlcNAc(b1-4)][GlcNAc(b1-3)]GlcNAc(a1-Sp8,7.631212375501031,9.219471842202594,2.765502263453543,7.197964057692549,7.5496637375448925
6S(3S)Gal(b1-4)(6S)GlcNAc(b1-Sp0,9.382165449893039,2.452549328589836,11.719278265995461,9.498241468643897,8.331607067617085
6S(3S)Gal(b1-4)GlcNAc(b1-Sp0,12.979310135846974,1.737459177458083,12.50359063665981,4.0418420135502435,7.686061736838957
(3S)Gal(b1-4)[Fuc(a1-3)](6S)Glc(a1-Sp0,20.65085520446631,7.120368709729875,30.33946944960199,12.930815687953801,18.198607043672453
(3S)Gal(b1-4)Glc(b1-Sp8,10.094373434864623,12.979815431661565,19.183928088897733,12.252438713544608,11.849477813353893
(3S)Gal(b1-4)(6S)Glc(b1-Sp0,9.269409592264582,3.7442830261613382,15.526949525904973,12.175282357403487,4.7645044033106725
(3S)Gal(b1-4)(6S)Glc(b1-Sp8,5.260860990053518,5.4540205178534285,3.8120279856440327,5.930333211830006,15.027631629185588
(3S)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp8,7.9606602173856675,9.080659295218249,16.007050402765213,11.41728463584198,11.639536865750575
(3S)Gal(b1-3)GalNAc(a1-Sp8,4.3123680697694216,11.307529513669206,8.850660727265867,5.811038647551202,10.332810367304075
(3S)Gal(b1-3)GlcNAc(b1-Sp0,8.004364963776528,11.336761516853047,17.85559190568882,11.737356348144724,39.07126102431289
(3S)Gal(b1-3)GlcNAc(b1-Sp8,22.880518147450967,4.410650712668962,20.385611650602172,52.85801041812398,26.916863315200004
(3S)Gal(b1-4)[Fuc(a1-3)]GlcNAc(a1-Sp0 ,14.221931381379465,8.216967667525946,10.484621228693332,6.151934543702452,17.488898655623416
(3S)Gal(b1-4)[Fuc(a1-3)]GlcNAc(a1-Sp8,3.2534787566541823,8.329683678267742,0.9617690830789496,11.320984438164663,5.171637335183823
(3S)Gal(b1-4)(6S)GlcNAc(b1-Sp0,7.628482921863728,26.1750504948733,12.636956840553037,18.588310894932924,133.82169413786778
(3S)Gal(b1-4)(6S)GlcNAc(b1-Sp8,13.569028248551927,18.356977693214247,6.560193958768867,114.28182172058594,81.76062542354332
(3S)Gal(b1-4)GlcNAc(b1-Sp0,14.69536853419585,8.830619073806021,17.284318806435515,11.872898486995435,15.771548985515244
(3S)Gal(b1-4)GlcNAc(b1-Sp8,12.705593489745633,7.036913985074222,14.642634735934653,23.017109781566052,45.0942374324684
(3S)Gal(b1-Sp8,10.74380820519429,11.559544330516086,12.83593569044216,15.389760440630655,12.038305237137813
(6S)(4S)Gal(b1-4)GlcNAc(b1-Sp0,14.462572123329243,3.1110697371107765,8.260629609327601,4.138894154541768,5.036505493891559
(4S)Gal(b1-4)GlcNAc(b1-Sp8,7.224381802099052,9.308493304683275,3.5099144016153248,6.195828548574696,10.205670471972915
(6P)Man(a1-Sp8,16.985103382547695,14.107724207061185,6.917845787707323,1.4815013421075944,21.87265173595784
(6S)Gal(b1-4)Glc(b1-Sp0,6.539603913273322,8.09213370914413,17.052367976593942,10.323804812987614,14.554970562205426
(6S)Gal(b1-4)Glc(b1-Sp8,8.41560563833645,7.430382821900897,9.57837677840909,8.631338896718157,8.204972780525653
(6S)Gal(b1-4)GlcNAc(b1-Sp8,2.941820471947028,4.62764970224267,2.603582038269576,11.378538926234471,12.666277337218444
(6S)Gal(b1-4)(6S)Glc(b1-Sp8,17.00928190714313,15.699718772958953,19.638592465007935,4.376269305013117,12.235942671320148
Neu5Ac(a2-3)(6S)Gal(b1-4)GlcNAc(b1-Sp8,10.937750914569538,4.0200435191466335,5.8859288244649015,5.605118638351869,12.67756291363476
(6S)GlcNAc(b1-Sp8,2.7391535582791637,8.147612867991871,8.271158249554091,6.429450622137157,9.692829105194214
"Neu5,9Ac2(a1-Sp8",1.51869168914124,6.898007217245199,22.578524434072307,16.22821623333364,9.021830308571909
"Neu5,9Ac2(a2-6)Gal(b1-4)GlcNAc(b1-Sp8",12.261702830459573,2.2224389656036623,11.537224264491297,5.402035702322478,6.3802528295645775
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,20.307745581653485,24.066421979734894,20.954470025172046,16.896397600573522,7.443358894287408
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,10.626244084811896,7.917753442896571,16.43075883100049,27.08651448468727,9.788411154140444
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,4.551791482116324,5.3552218711428825,4.646791253022523,3.3627373071155096,19.864598592701725
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,5.157340330053855,4.260703565140391,9.93636671324081,8.66780538520748,14.378052224687224
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,1.9487420684037875,9.944995584044596,18.385448600727667,16.236925923005447,9.390759001805968
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,3.1666286008676843,6.250378027700938,66.5219442070309,4.681418978169619,15.058406760566225
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,4.777154993211621,5.487890553755605,4.224553788271597,0.8930472645200254,3.5088119892398475
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)M(an-a)(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,4.694397030148453,4.879538500377545,1.4243698638930256,11.158153462939124,11.032497050229988
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp24,7.801953544038397,9.542390887158936,10.729503989584096,8.072514065229797,24.91452548740386
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-Sp9,5.205710517627086,14.52396989333494,14.70042914914958,2.2409970256934177,7.379601412169904
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp9,14.004119631974973,6.7255104209643575,14.9860882020626,4.921359676959215,13.593272953039405
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp8,4.7456250739496815,6.096247341534518,12.131045765411164,5.2158612967243085,6.069275511610358
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp8,12.016954289807927,10.023675936834033,7.7621455179930745,14.861447757312648,3.5430336309439663
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp14,6.528558325477886,6.0285583774232485,8.800235715214303,3.46101575685038,8.862834047254106
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,1.5154285389508326,13.726925765686447,4.663937764289595,15.795892550596804,4.373699721822087
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp9,9.093629496658632,7.207050792800063,14.810311944807234,2.4269551115200385,11.04528329782295
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,10.579634444377874,0.9477746369786532,21.19735495795009,34.47353699766145,69.19753912088548
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,9.012781614046805,22.769007467223958,21.125597123395078,31.831616595494236,79.55687328171804
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp0,8.170581014632115,13.883694888939571,20.75998957056579,20.168509372017688,18.296990725435325
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp8,4.719863074638215,1.5266831746741811,5.56953355437718,8.392775432477633,9.075571196854028
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,19.26054178441424,9.080692568301156,13.269016572797186,4.176816834624183,30.127964378906626
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,18.24009543804985,1.1253084151318928,2.5562421134352498,4.494174321274143,20.9006142238891
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,4.265065723897656,9.341866536725915,16.834259591083892,16.43492523469457,23.424420480344878
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,5.160282385360965,2.1566286040562,7.770936679866852,4.721280321056993,2.168829935702664
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,8.681874493832938,18.972675537270003,95.6565815102628,157.23240654744552,910.4985972934044
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,8.069958809684188,20.779831153152625,155.12105684040182,508.82286447049654,1435.1223004204944
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp0,2.7657363492085265,3.514971127785638,10.084000518106242,6.326847157615979,4.481039324661938
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp8,7.798741432382952,5.414666606541908,15.485371157617294,10.752724415545359,18.43695969954104
Fuc(a1-2)Gal(b1-4)Glc(b1-Sp0,8.876234046551883,9.149494297318663,7.1137527405254515,12.37160348661402,24.13418072872305
Fuc(a1-2)Gal(b1-Sp8,2.263758951206304,3.14549069767602,14.323607594544756,12.139952457485167,18.883184121063934
Fuc(a1-3)GlcNAc(b1-Sp8,3.1108720969100294,17.930679200186468,6.2589864602159615,5.025413384986347,8.078066361605334
Fuc(a1-4)GlcNAc(b1-Sp8,8.397373531597099,6.212241976667256,20.386063009566122,7.300001945833062,29.515002889420447
Fuc(b1-3)GlcNAc(b1-Sp8,2.6168722684087315,10.054487588592801,6.4466914642965225,14.073602028946473,13.164601082036894
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,12.508397913535259,11.136699216254973,11.883450040953305,28.09395056892476,38.877730835400186
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,12.404306755585587,21.069827525694148,20.856444809918266,6.6469478315866,24.545893164217162
(3S)Gal(b1-4)[Fuc(a1-3)]Glc(b1-Sp0,7.297292002517103,15.906463450093687,18.76885706525129,3.662402441476557,10.563396375337854
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp0,14.52333530472023,13.463548011080023,72.74595768258686,145.56445411112077,456.9781728811489
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,7.271007578733503,34.13531100853105,99.48854463941723,166.07747851395268,812.209624511406
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,5.422138288151016,3.7875780769730216,15.698174165912867,16.71145930679057,54.254461923818376
GlcNAc(b1-3)Gal(b1-3)GalNAc(a1-Sp8,4.826014217671422,3.8151607253167055,10.557919287238054,11.901811759700005,12.862992104580481
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,7.771102466778227,5.8315086483545,8.069114295623367,2.3287792782199563,6.029117333131497
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,10.932963726425392,4.726203449828065,18.487481787843187,10.858294900059898,4.691085873849817
GalNAc(a1-3)GalNAc(b1-Sp8,15.551717735001723,7.2318596190168725,11.416724779718294,6.390140912895921,8.767659907248166
GalNAc(a1-3)Gal(b1-Sp8,3.60085028523352,3.301448105882211,1.6891093254533251,6.171714893703912,0.9961152962048784
GalNAc(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,1.7359541718221465,5.047081689699502,9.544482031126675,12.269970455003842,23.713817018846502
GalNAc(b1-3)GalNAc(a1-Sp8,2.813905556932016,9.116826046885325,11.716011753009912,10.884084562944787,12.818000470009608
GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-Sp8,13.798812328934956,8.167987650323264,4.993592228713375,5.6531585338788055,3.9043691176253614
GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,16.685489745884,3.4064176001578623,10.544689222858436,17.88979921023434,38.17018046141086
GalNAc(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,2.368147897091952,15.593386142288036,10.294145733862516,22.17746875192252,11.950249776015875
GalNAc(b1-4)GlcNAc(b1-Sp0,13.603312072187984,34.236321898764665,16.373869357480384,15.752350994349106,24.473660838049177
GalNAc(b1-4)GlcNAc(b1-Sp8,10.746142589475227,17.978782445682114,8.535993520528232,23.361616399324106,17.494914155167027
Gal(a1-2)Gal(b1-Sp8,8.750024723965057,3.9591092958728367,6.347593643985615,1.4441281322998984,3.82578630218678
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,8.230212685941545,23.64127508144716,47.542490068113395,245.06320457254841,108.4081045227798
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp8,17.184789341425358,12.3758949099651,52.682711723195546,97.84543452306377,614.7989853483249
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,19.93388630320656,10.456869154252942,11.799540955195415,21.95408804731285,9.149223760288788
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,7.579955823255179,5.31900643063783,12.306890692886915,13.314245278992214,17.835327884286297
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(a1-Sp0,8.33506044949092,41.71011723122346,133.1247885830106,331.55896929676857,1506.7978184768247
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,14.78926063635365,1.6914091275222614,25.169760161617212,43.96164557258019,26.68987734054505
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,15.427223323155069,3.7462424911502974,7.432186288479768,5.132463197708606,10.925563903181443
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,3.8571603461396418,9.199180550960321,14.576583254287193,12.301790863494887,7.684975956316763
Gal(a1-4)[Gal(a1-3)]Gal(b1-4)GlcNAc(b1-Sp8,5.609962077411941,11.58363286725419,3.75822589750358,7.501241669662041,12.620580387604988
Gal(a1-3)GalNAc(a1-Sp8,19.795477303077746,25.555925910882078,10.87003427911645,6.432968966711317,11.00873061195826
Gal(a1-3)GalNAc(a1-Sp16,11.062438953918175,1.9858016976777884,10.46004406758562,14.285551480750284,10.612777901308407
Gal(a1-3)GalNAc(b1-Sp8,6.325229135507,7.142678539595638,5.5078946446593084,12.249850361092859,9.350845853495466
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,4.3588200578444125,4.162992721888879,7.700685308626762,15.00337232824674,3.823237407725719
Gal(a1-3)Gal(b1-3)GlcNAc(b1-Sp0,6.519076509943718,12.206225163517999,3.7969338519170175,11.662475587505718,8.272616384796278
Gal(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,7.083241391893496,5.540752744588633,15.089609309582313,14.740812661790805,52.96942432727126
Gal(a1-3)Gal(b1-4)Glc(b1-Sp0,1.476472297967932,13.562370772441184,3.976568165621373,11.590151518854322,0.6502473247414234
Gal(a1-3)Gal(b1-4)Glc(a1-Sp10,13.358167517384267,2.071348658885446,11.331393021895698,5.60869010316434,26.25913133965656
Gal(a1-3)Gal(b1-Sp8,6.250240610501861,9.749380430912854,7.966642681832798,6.60573861495947,11.257658033682358
Gal(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,13.245001328142614,23.23971857151745,16.87211798606901,4.142947855895208,19.199343624262266
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,14.725511446126525,6.397128271016,13.336083661348988,6.909809092092705,37.41884974403498
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp8,5.750871094234324,13.391587112935936,15.113323123958116,14.306003206667954,13.497847561092945
Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,9.404022936311213,18.263667176665013,10.123637661269145,5.554458030792347,18.77788474800004
Gal(a1-4)GlcNAc(b1-Sp8,7.413751598381215,10.367284386110953,9.853695523127362,12.169310429382046,15.526072710014805
Gal(a1-6)Glc(b1-Sp8,9.790526714635922,1.583841318598518,3.6415179559262696,14.77315801546845,2.8231064785386004
Gal(b1-2)Gal(b1-Sp8,26.652320629715646,7.899689425329796,11.704711712347565,10.119415740833713,2.066913153311804
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,3.423277308369866,25.321412836882402,12.500166692888527,4.936750199945992,11.834670083945449
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,14.494944080149686,0.8393602802133581,10.112356333054466,11.91975655581942,16.637965311199157
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp0,1.6336615344576892,7.648709167511001,4.510363153523944,7.025502453680197,9.690196290882517
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp8 ,15.830698036699676,7.787723465600621,2.2598655481761085,7.191804435837594,5.019128999471264
Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-Sp8,9.074455363776204,8.935996441872993,12.479139770032225,7.506947500815498,8.559219988994322
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp8,16.989069426055458,6.3342986970410085,6.403874488151707,23.51785992963643,9.682199115214765
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp14,7.5556763531356514,9.298093426073981,13.416244367681045,18.756184419967592,13.10801100472534
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,28.38569656997161,7.584436268383483,9.379340394141087,9.21713404422258,6.815746316435263
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,6.527631627933673,12.427320411228369,9.627515558543656,6.355537956971067,9.87734119601526
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp8,7.6322526872804755,3.6068722788356853,0.5678701516778961,6.466816518903773,8.227638819400061
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp14,10.3660776886278,5.44867619541669,6.418601163999824,3.5117029595102767,3.555637049812576
Neu5Ac(b2-6)[Gal(b1-3)]GalNAc(a1-Sp8,5.14109886924317,12.585450475681567,4.123191299123366,8.533915819979711,11.20923813601976
Neu5Ac(a2-6)[Gal(b1-3)]GlcNAc(b1-4)Gal(b1-4)Glc(b1-Sp10,0.4408736506453182,7.811947585376295,1.877908138505584,6.645783334002093,10.469045512844046
Gal(b1-3)GalNAc(a1-Sp8,7.576446940519023,14.321325675718713,4.400650593567576,2.697643378179506,18.25543458690222
Gal(b1-3)GalNAc(a1-Sp14,7.042368649526472,6.415186972853296,3.0606284757655002,5.919089896822546,6.985133955766356
Gal(b1-3)GalNAc(a1-Sp16,3.30358084445248,9.537953286519784,4.503485539279558,13.813987919617318,13.849938937861795
Gal(b1-3)GalNAc(b1-Sp8,2.6548401224618607,6.413160035102308,10.590542197482929,14.509845018325775,14.204577499847245
Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,9.586973696071476,5.4130619458860805,2.6031621980135284,8.10635035861805,21.953884421213502
Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,7.444157345361527,3.2236910422422964,21.61683304670614,13.536294466113436,3.185026108082416
Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc(b1-Sp8,8.19602156109902,16.833160264588873,26.264111824106426,6.58012793695278,12.178363511572512
Gal(b1-3)Gal(b1-Sp8,14.96730750989748,11.503089056567953,6.714128784076665,5.053627199349,21.320485630100805
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,8.074455221871009,7.476943721144793,18.191149701319922,37.04005511060646,25.35756737653853
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,2.852191927126692,6.099900519065863,11.056404468903963,13.243346043453915,8.44981841200347
