IUPAC,GNL (0.1ug/ml),GNL (1ug/ml),GNL (10 ug/ml),GNL (100ug/ml)
Gal(a1-Sp8,9.876160963105386,3.3242520968382268,10.780850541082863,5.515217960259292
Glc(a1-Sp8,6.272034344612626,14.511253900651285,23.253610004380683,18.185499795716353
Man(a1-Sp8,8.379676253243122,9.08546264186182,19.364624229829506,27.80776432521443
GalNAc(a1-Sp8,7.784990207872242,13.370768063453449,11.759245823889673,5.8395515994380975
GalNAc(a1-Sp15,27.963828748268714,6.776450269069098,8.940846960392891,12.78558318458724
Fuc(a1-Sp8,4.379390338372832,19.878734728766485,4.9448669008039685,8.47634359182464
Fuc(a1-Sp9,5.2011901102055464,11.473904880495859,6.736307253174148,2.3460490494659325
Rha(a1-Sp8,7.522806431722586,8.488749294752829,8.480090646675501,2.852846755289648
Neu5Ac(a1-Sp8,5.869007564600112,6.87972506639376,11.779160565026126,47.26785214463068
Neu5Ac(a1-Sp11,9.865531682031463,1.4496923420735517,10.173551464459212,3.6005824874826406
Neu5Ac(b1-Sp8,11.373811012145405,5.4309172057612205,3.67640989859672,11.903644563010946
Gal(b1-Sp8,16.227055031335777,6.8221402482407685,11.803714221803244,12.847559371692604
Glc(b1-Sp8,17.661540025528172,9.117245716040923,5.669106892036285,2.2098309428174234
Man(b1-Sp8,3.7080009208691855,5.145417332847421,5.455609146175448,3.078021572780153
GalNAc(b1-Sp8,4.200233826427601,13.050397611407607,10.481067756356376,12.135044255104036
GlcNAc(b1-Sp0,10.150694149457632,6.511184513332938,10.832565053885762,6.8889719055773035
GlcNAc(b1-Sp8,6.776335995703483,9.443702269237416,5.630591708026782,10.59954238414722
GlcN[Gc](b1-Sp8,10.719800704731712,7.351607350040307,16.79960912055198,7.605652554734098
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]GalNAc(a1-Sp8,4.420872599008746,18.85137696075985,6.473237100812348,6.211138603280937
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]GalNAc(a1-Sp14,19.068745825040512,7.156275721060041,19.97104877956672,9.458686800150067
GlcNAc(b1-6)[GlcNAc(b1-4)][GlcNAc(b1-3)]GlcNAc(a1-Sp8,20.348101531510665,7.7606081870774375,6.554630426906872,23.877043998856593
6S(3S)Gal(b1-4)(6S)GlcNAc(b1-Sp0,6.387687173709023,6.1289693997713295,11.584335459396597,12.197170496471706
6S(3S)Gal(b1-4)GlcNAc(b1-Sp0,5.88726843585658,2.18188005322627,3.2861648146687346,9.450187346643805
(3S)Gal(b1-4)[Fuc(a1-3)](6S)Glc(a1-Sp0,2.780063117389012,10.821037604900317,23.39205619385919,12.942912316399276
(3S)Gal(b1-4)Glc(b1-Sp8,13.769667500554734,2.340003201386708,15.776085842396604,3.2199821411254272
(3S)Gal(b1-4)(6S)Glc(b1-Sp0,7.349235427580205,3.6593493542796165,10.462172897475293,5.435227715177471
(3S)Gal(b1-4)(6S)Glc(b1-Sp8,9.21678855856709,5.721934579245612,6.216101357161097,2.5453558808151002
(3S)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp8,6.964450122527023,6.860748469615638,13.044159784714635,1.771590179048189
(3S)Gal(b1-3)GalNAc(a1-Sp8,5.981492447541532,8.146557073594547,7.687392400710403,4.622343532145612
(3S)Gal(b1-3)GlcNAc(b1-Sp0,6.8209015274131275,20.36420468949952,6.074053806904137,2.0840958925075133
(3S)Gal(b1-3)GlcNAc(b1-Sp8,9.963435751118519,6.410181227287308,13.987525660030078,6.78175110934976
(3S)Gal(b1-4)[Fuc(a1-3)]GlcNAc(a1-Sp0 ,9.855124185375171,5.437050916550869,5.07344283959785,8.724859928961607
(3S)Gal(b1-4)[Fuc(a1-3)]GlcNAc(a1-Sp8,25.85164645697961,2.310352511883558,4.909646415900708,8.08162315807701
(3S)Gal(b1-4)(6S)GlcNAc(b1-Sp0,5.1497698106323115,3.0487716794363533,2.5253714794395385,3.823923592659772
(3S)Gal(b1-4)(6S)GlcNAc(b1-Sp8,6.259672669490527,10.258645085000257,9.271526820819034,10.092684028005962
(3S)Gal(b1-4)GlcNAc(b1-Sp0,3.409477702302796,9.434265254203245,9.466919095944924,6.620179098974585
(3S)Gal(b1-4)GlcNAc(b1-Sp8,3.087964184269844,3.876174975840661,6.236418165100857,4.100286536633753
(3S)Gal(b1-Sp8,4.850604570222841,7.356948175874282,3.8386076125769013,5.173584406063812
(6S)(4S)Gal(b1-4)GlcNAc(b1-Sp0,8.309687309199226,5.407047446003536,10.10666743372084,14.744497805509234
(4S)Gal(b1-4)GlcNAc(b1-Sp8,5.518221127244419,4.916530550008482,6.176952682013464,4.505828695145876
(6P)Man(a1-Sp8,9.21169025075384,9.911554838840043,10.984565701625767,0.9554650189829054
(6S)Gal(b1-4)Glc(b1-Sp0,7.920420291194568,8.144860544897828,6.585600028028319,3.8019677247446544
(6S)Gal(b1-4)Glc(b1-Sp8,12.96690916072524,9.127843013686203,14.014402064186216,3.7315885253468175
(6S)Gal(b1-4)GlcNAc(b1-Sp8,10.044387276940618,11.539859417796222,22.489421603722935,7.938960179761156
(6S)Gal(b1-4)(6S)Glc(b1-Sp8,6.156835278709887,4.766388171001881,9.867498996664075,4.430817553134711
Neu5Ac(a2-3)(6S)Gal(b1-4)GlcNAc(b1-Sp8,13.275423774121109,12.389379008516393,9.5610381174065,7.847443261927202
(6S)GlcNAc(b1-Sp8,13.48273633775182,5.167246647474209,4.6570023179258415,7.293041069860133
"Neu5,9Ac2(a1-Sp8",10.109241701037718,11.915414389353995,11.789051301525502,1.7683429105144328
"Neu5,9Ac2(a2-6)Gal(b1-4)GlcNAc(b1-Sp8",1.7140852361147756,6.12029234187388,7.161652128989978,1.2476605077103318
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,88.95674116971546,251.6893926068205,473.19479784485395,357.3189906316532
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,77.91432399230777,285.7361862280064,1848.407614459032,2981.60756346906
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,4.506473811825237,6.8943304699707175,25.888350606273345,18.526241384767648
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,4.880753924258699,19.53980377835629,109.8755292585961,28.04132531367425
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,15.103504237427812,5.949719427838591,3.524372498284865,46.238140470575296
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,9.190280196082163,4.536620764677159,5.089198071323877,5.3520091170668485
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,3.1384632131028747,4.457510191052102,6.158483480533175,13.675677748713833
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)M(an-a)(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,5.7029724813030676,7.14162316161389,2.5994473699551364,11.598295722217125
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp24,7.63141567791761,4.6750274972453365,7.919749843850293,2.1605907594914937
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-Sp9,11.345042609402876,7.493395730630633,9.38978253684112,5.439040447235764
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp9,7.373948134253903,23.41950860719541,4.458162407221912,8.475139976572661
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp8,2.8578072274327178,6.077655440148499,8.849612699999927,7.228945986795032
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp8,5.024467220429117,1.9899075679957243,4.406791103418298,5.9325440414153965
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp14,22.618459972534968,7.176729975123303,4.175677348945932,4.646015460137141
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,15.402842535281165,11.58839803208364,23.518923186659713,15.199352433875813
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp9,8.932873357809715,8.093720489778896,4.127622592869488,19.940626828558656
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,20.644831046454872,10.073801245599071,13.408439724137684,8.758365351432111
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,12.324521134306258,9.008957860744305,4.548328027968074,5.607750496336927
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp0,6.3000902678056985,4.003581537719287,8.470784058554834,3.164480653019284
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp8,4.729690097670247,8.150581015894915,6.054997826795652,18.435594046843192
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,9.699898423866793,4.123184681266818,4.858134440983156,6.103799188142309
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,2.5716493760490144,5.988361959876842,40.3344584595996,16.35445410550798
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,6.440478059637092,9.295359080566318,9.10607429297427,2.4127304717200984
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,4.575411868163706,18.39391990004216,5.6074100625125185,6.659384050283236
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,4.5852670335724905,11.185091571820054,11.034253981730409,4.293204030402778
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,6.328513737771822,5.737015085100148,8.803409410374295,16.403646209786206
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp0,8.127817076507483,3.8149879164290814,11.841452700682465,4.2621642202055
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp8,2.4151181068428142,13.672798039020153,2.6465841675324238,6.32244728428004
Fuc(a1-2)Gal(b1-4)Glc(b1-Sp0,7.2954719360139135,8.373068102503805,3.948537805736872,4.239397183955913
Fuc(a1-2)Gal(b1-Sp8,9.35827548122516,7.2215903033311655,5.257694392269297,20.23985147530733
Fuc(a1-3)GlcNAc(b1-Sp8,1.8724915745248951,7.900334861837609,7.668336305168588,3.761852288766799
Fuc(a1-4)GlcNAc(b1-Sp8,6.0826769090590345,5.031710666281072,7.5932940925968815,2.7867123968037997
Fuc(b1-3)GlcNAc(b1-Sp8,14.360066469292546,6.543849287435237,6.795241190409161,5.36764562975861
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,11.053811516508684,6.985778000277906,15.109618724176993,1.096527067229381
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,6.0202655115174615,5.1665087872921225,10.760930470417808,9.069060706416435
(3S)Gal(b1-4)[Fuc(a1-3)]Glc(b1-Sp0,10.329457395357226,6.085554178818335,8.856294482833476,4.55951004997613
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp0,3.22837989748728,6.904440851787591,2.086105793697893,2.780238776766004
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,6.0112035622383235,5.2308639483995965,10.196210125172334,2.7773158330781658
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,6.277982857773668,5.637017856026956,8.002040041139509,5.509450570534841
GlcNAc(b1-3)Gal(b1-3)GalNAc(a1-Sp8,6.665413815298089,8.753054644713089,5.343679008807194,2.581344322893271
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,6.61105240084106,2.212559723299393,10.986188078787837,9.022510891468439
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,16.602177444213947,7.582096425736532,10.919807612278094,4.328824999157768
GalNAc(a1-3)GalNAc(b1-Sp8,12.802174686877752,17.914306981920898,4.18752776259453,3.709099111644228
GalNAc(a1-3)Gal(b1-Sp8,5.153708294923828,10.47086063236924,6.795001603139376,12.11136744753319
GalNAc(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,8.824269496300152,3.848767280896576,5.291221571858428,4.806568127312879
GalNAc(b1-3)GalNAc(a1-Sp8,11.987539654539905,1.8586972595073032,1.3767480485428938,13.817535034965534
GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-Sp8,28.68904497334305,17.97608518374714,5.76561558458129,10.526498956443204
GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,10.05948316846679,6.088169331512287,8.630743354234719,12.888761125104306
GalNAc(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,16.006090451033547,194.11576850119403,13.663642788314785,16.938567434974157
GalNAc(b1-4)GlcNAc(b1-Sp0,5.932368061954692,7.399337575024308,10.358324122495237,29.05934776813077
GalNAc(b1-4)GlcNAc(b1-Sp8,33.627639416904266,7.5768731151665225,8.803314374522056,15.626475920133155
Gal(a1-2)Gal(b1-Sp8,4.952251627542761,7.257992876075772,4.8358225449934205,9.565430074666443
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,6.874381058442043,13.489205226649446,4.204667222959906,2.818216255453096
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp8,2.9497564988486795,25.05980121926681,3.887875926518209,6.679614188646426
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,9.871836620913053,6.953911527274895,9.219704760773718,4.0402389657048765
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,11.228581753869603,10.012456275518346,5.713001873723365,13.685129947105573
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(a1-Sp0,8.45840431183684,16.279181402638162,7.662104191843565,4.918193721530293
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,5.880179499527768,5.9089171785108,7.010328495096835,13.810199619725509
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,13.541311000170307,2.4861480424879505,18.67975931400527,6.106578084055476
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,9.230084443456263,4.431415073088949,2.0245805020217404,12.821737652225616
Gal(a1-4)[Gal(a1-3)]Gal(b1-4)GlcNAc(b1-Sp8,42.594060812473224,32.585203602197545,17.550214641137586,14.530855617243144
Gal(a1-3)GalNAc(a1-Sp8,12.973610564366155,9.848043200343572,18.717944858588687,11.081382979085536
Gal(a1-3)GalNAc(a1-Sp16,4.572902510805724,10.220254749719624,5.558312448036723,3.6378672473259233
Gal(a1-3)GalNAc(b1-Sp8,4.196675581437449,6.803030805212238,4.698197546932217,13.208498575128312
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,9.13868944921353,1.7387754810018778,10.066339868591763,5.2140594099031885
Gal(a1-3)Gal(b1-3)GlcNAc(b1-Sp0,8.186585883830535,9.787404785530905,8.379694980526835,14.038143452038096
Gal(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,7.1412397823603895,3.297614766640678,5.9966470633596565,12.559927083917866
Gal(a1-3)Gal(b1-4)Glc(b1-Sp0,4.856945344812937,5.007702994720568,4.469785702916863,9.770561116733953
Gal(a1-3)Gal(b1-4)Glc(a1-Sp10,7.5432839782595185,5.2541000132436215,3.659108008335725,8.295502683181214
Gal(a1-3)Gal(b1-Sp8,12.825032788911955,5.754247547681628,8.855345629006619,6.780450455721956
Gal(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,30.37986885064652,5.468914920408494,12.182270578283005,32.36035499506559
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,5.020201359175415,4.58750172706598,10.390934390250957,16.109889898315053
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp8,5.677492594740522,11.23583353694776,14.166598018667033,2.087850635422303
Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,6.307443113761178,4.027047611981591,4.799850366070444,9.671381295476882
Gal(a1-4)GlcNAc(b1-Sp8,1.6105812871444882,8.901352739284444,1.8393833205724144,8.101341958126442
Gal(a1-6)Glc(b1-Sp8,2.769124473397081,4.862498458868638,5.204051799239382,3.3457241651347585
Gal(b1-2)Gal(b1-Sp8,31.59428795156913,5.691860940852302,23.82334298685151,3.3495795756084648
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,7.833030109468068,7.410537448345657,4.453177904504454,10.18961799807366
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,8.219278074543206,4.269419316487901,3.3301017635852124,1.9765646483651007
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp0,4.594012338903755,4.094196267482385,9.583732878294343,3.697318156898774
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp8 ,2.512854855869444,1.9227947316341385,7.951166650823419,2.187278483069775
Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-Sp8,6.389162195663843,3.40446882335066,11.831172364844775,16.399141106879142
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp8,4.2351072339827915,6.0359577812196985,5.8453694838307735,6.490336168489275
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp14,12.532663124944104,29.35110115288125,2.9888730819491203,11.14385001050654
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,3.0667268794813345,8.883647645158678,6.290198196135551,5.112692637935514
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,5.155675831789658,5.526183009998853,6.195546173058518,2.090334519281537
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp8,2.184981513842473,3.734692467816679,8.936674714157755,1.5474031105909896
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp14,8.57633256370889,4.718998756357113,1.8755717306108688,5.6695433790268135
Neu5Ac(b2-6)[Gal(b1-3)]GalNAc(a1-Sp8,3.8784547189140537,15.074948059031579,3.5951781415065716,8.987883229474367
Neu5Ac(a2-6)[Gal(b1-3)]GlcNAc(b1-4)Gal(b1-4)Glc(b1-Sp10,20.544976676286737,6.30389788113937,2.8919664365272286,5.4344412355365455
Gal(b1-3)GalNAc(a1-Sp8,5.598883813389343,10.139546368016996,5.350307254962092,2.7896364380805285
Gal(b1-3)GalNAc(a1-Sp14,9.395641597526312,8.007850398775355,7.290997362272633,5.7366741061350135
Gal(b1-3)GalNAc(a1-Sp16,17.00648034101022,9.915240883945623,10.6384306663389,9.695697713590976
Gal(b1-3)GalNAc(b1-Sp8,7.396789160338423,13.078911253107679,4.224544187641237,7.6320676431204815
Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,4.0706128616176045,4.1673270557996736,3.8965964348176194,13.274570403343887
Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,16.710872499563475,16.854741846411258,11.89885635667002,3.4143661543298665
Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc(b1-Sp8,1.6093847623652155,3.869443568525065,7.9771123987631025,12.566693673722085
Gal(b1-3)Gal(b1-Sp8,7.734736181829351,10.94799206810698,8.721973346095481,1.2493370198495939
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,7.874186306480608,9.232167540543593,13.404359567692895,7.137264910547551
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,4.4587803402387935,13.578432088027196,2.8754837371301405,5.546020319938135
Gal(b1-3)GlcNAc(b1-Sp0,7.543807628059369,6.205832800680351,12.52947769392244,6.300557254388956
Gal(b1-3)GlcNAc(b1-Sp8,7.140144131131628,5.323793205663288,10.222720720817588,9.660948661147794
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,11.39324502706173,2.687322085118692,3.5283980296776813,1.3306978319663785
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,9.130895822608716,6.315809204950173,6.549264662222294,8.430670873809506
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,2.6685936795748217,6.1130486967769775,3.3162087543609218,18.682179858624632
