IUPAC,SJA 1ug/ml,SJA 10ug/ml,SJA 100ug/ml
Gal(a1-Sp8,2.558322811759037,5.389356906595332,13.648827920863145
Glc(a1-Sp8,16.464662235906957,4.042923050219973,25.708734775169297
Man(a1-Sp8,24.527086568985357,4.8702530468138425,10.363990579365014
GalNAc(a1-Sp8,9.959507428039132,8.716850944148351,16.672717808244073
GalNAc(a1-Sp15,13.277455311542196,12.426796189250341,37.1207183819225
Fuc(a1-Sp8,10.6364116555663,9.856610723223614,6.814706989237809
Fuc(a1-Sp9,9.200882567223276,8.667518239957731,3.6397600794328975
Rha(a1-Sp8,9.848181533663967,3.8230873094703854,7.035526246308793
Neu5Ac(a1-Sp8,7.188765539367659,16.245990747873762,20.038489033087465
Neu5Ac(a1-Sp11,20.089947641129704,8.149734431256029,6.079661752104312
Neu5Ac(b1-Sp8,13.583647122029994,4.676522456555369,14.836700301055252
Gal(b1-Sp8,15.77575825443901,7.0325465470079385,10.443183105579767
Glc(b1-Sp8,7.553356041908345,13.258478808011875,9.273285641921461
Man(b1-Sp8,10.391223363131989,7.5179833645178205,3.787522275842108
GalNAc(b1-Sp8,5.750823937706673,14.673461323394903,35.56346127839733
GlcNAc(b1-Sp0,21.176853453298964,5.403106762702979,17.466883884368166
GlcNAc(b1-Sp8,3.7643228008722387,12.54344724504259,6.248372786240697
GlcN[Gc](b1-Sp8,6.050443931026883,5.958496369820713,8.924391960800467
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]GalNAc(a1-Sp8,7.928888467444012,2.451328482510395,49.60056293211164
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]GalNAc(a1-Sp14,9.526157080376114,8.92822062115401,13.462186987509368
GlcNAc(b1-6)[GlcNAc(b1-4)][GlcNAc(b1-3)]GlcNAc(a1-Sp8,8.182779584540121,3.7957981526726834,7.8966261227501455
6S(3S)Gal(b1-4)(6S)GlcNAc(b1-Sp0,12.838392285218834,11.222676947591424,13.738745775451989
6S(3S)Gal(b1-4)GlcNAc(b1-Sp0,30.934144394975057,7.317196486530893,6.92934077311832
(3S)Gal(b1-4)[Fuc(a1-3)](6S)Glc(a1-Sp0,26.433837296099643,6.683349927182218,49.676665668190424
(3S)Gal(b1-4)Glc(b1-Sp8,9.707713136470405,3.3785031521617186,9.48041400515645
(3S)Gal(b1-4)(6S)Glc(b1-Sp0,0.8681219441990796,9.711639690769688,4.581016535297237
(3S)Gal(b1-4)(6S)Glc(b1-Sp8,11.985759710137966,7.510504920443102,5.103770337374781
(3S)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp8,12.227523823189491,13.259466939857225,4.9779797789866524
(3S)Gal(b1-3)GalNAc(a1-Sp8,4.972853262128966,8.289241485755309,9.389041536813016
(3S)Gal(b1-3)GlcNAc(b1-Sp0,6.556833838256085,3.5982310277644323,6.070998674847491
(3S)Gal(b1-3)GlcNAc(b1-Sp8,7.4906948120095445,12.537987671073857,8.063442621899572
(3S)Gal(b1-4)[Fuc(a1-3)]GlcNAc(a1-Sp0 ,12.436299844507616,9.444278568000842,8.888365400670324
(3S)Gal(b1-4)[Fuc(a1-3)]GlcNAc(a1-Sp8,5.488037671988656,9.578892765302612,2.4956397035629885
(3S)Gal(b1-4)(6S)GlcNAc(b1-Sp0,6.7294283509076775,1.9674215602746017,9.942637530814784
(3S)Gal(b1-4)(6S)GlcNAc(b1-Sp8,13.53086449871185,9.546070838264649,5.943929850135622
(3S)Gal(b1-4)GlcNAc(b1-Sp0,5.213105060246399,7.153303725319284,6.28299847445469
(3S)Gal(b1-4)GlcNAc(b1-Sp8,4.309783068303246,7.735125437681455,6.5200937484952375
(3S)Gal(b1-Sp8,16.439071020260446,2.787259780381683,5.03186763496749
(6S)(4S)Gal(b1-4)GlcNAc(b1-Sp0,3.4978130552055924,9.657166019895973,12.064747083238007
(4S)Gal(b1-4)GlcNAc(b1-Sp8,12.046883472638605,7.06096523831315,9.874253044281376
(6P)Man(a1-Sp8,7.939545848630152,6.3534774307067465,5.000793471040371
(6S)Gal(b1-4)Glc(b1-Sp0,13.595158698718214,13.669399148310552,5.486608599429461
(6S)Gal(b1-4)Glc(b1-Sp8,11.486848529913098,7.8670867587690925,9.92980619192372
(6S)Gal(b1-4)GlcNAc(b1-Sp8,11.877914066416151,2.3392367109807406,13.001074363393974
(6S)Gal(b1-4)(6S)Glc(b1-Sp8,2.4342794183631957,1.7879918773119043,14.718388185871452
Neu5Ac(a2-3)(6S)Gal(b1-4)GlcNAc(b1-Sp8,6.491997552564232,5.5058946384004335,10.419923564019072
(6S)GlcNAc(b1-Sp8,8.06716612505077,5.562647017982253,5.7787661249324325
"Neu5,9Ac2(a1-Sp8",4.913388973339414,7.681912624904469,5.167288804505397
"Neu5,9Ac2(a2-6)Gal(b1-4)GlcNAc(b1-Sp8",10.463153696782822,3.954934314667357,16.04317479748008
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,1.9562252978205863,1.4132984410001093,3.624897815571277
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,5.747854959026004,8.735848596444423,6.964447346523841
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,6.189361141507257,3.5805642558122006,3.5480893810378187
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,3.9327036069350574,5.459783559431024,11.298587333674355
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,8.829712791478912,4.348326609455646,14.490355613619885
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,4.852479444830244,1.0656798217569885,12.203968609705068
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,9.693304072915494,3.668296605942147,21.80260063713732
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)M(an-a)(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,9.57181710487443,3.255011246780364,5.031859367735418
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp24,4.691139002061939,9.25621752062724,18.872547914188303
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-Sp9,7.417004135768027,9.099359103942431,4.623606334525751
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp9,6.853018947089428,9.75338802143474,31.77605943321705
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp8,12.32643379959643,5.814071602299602,1.217110470198439
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp8,12.672882276867135,2.9380288679941047,16.682347241195806
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp14,3.757692653189365,3.7039955296049327,18.64848386319472
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,17.950499512710874,7.24932608793167,4.567134235674131
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp9,6.132872744141474,6.140522578942284,20.86257322263965
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,7.188950640798224,1.3395048348176966,7.875312619614964
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,5.161673551604491,4.2669294193834535,10.874751957937553
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp0,5.9707202159091874,10.126730150900947,6.905833408732554
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp8,4.366336250221691,4.275567064437183,15.938675555050573
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,8.646169198359853,5.719193589061892,3.545558069260745
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,6.5002974354383705,17.475913447847773,9.140076277717817
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,10.04440165975555,5.479962537812947,8.857596634669024
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,4.3978070933136655,13.656208887138725,1.6088399847923576
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,8.299116665997252,12.215687617840693,41.75925594184547
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,12.131387608596144,23.957214123585647,26.99589644747765
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp0,6.027390104279513,10.084922743837287,3.357316272461288
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp8,9.350685505842137,18.621404566609186,32.48367606758006
Fuc(a1-2)Gal(b1-4)Glc(b1-Sp0,5.445297622107844,13.771879817796602,4.759283840033066
Fuc(a1-2)Gal(b1-Sp8,16.152928047545032,21.210219979901968,39.43976261397741
Fuc(a1-3)GlcNAc(b1-Sp8,13.946631807955164,6.283479431745331,1.226094366950058
Fuc(a1-4)GlcNAc(b1-Sp8,7.1721276082600935,5.671284928185731,7.348303451817977
Fuc(b1-3)GlcNAc(b1-Sp8,14.334716895704634,17.530956360107687,7.721265361487068
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,6.4921363415032065,2.8453612018804866,40.0918565991795
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,6.8375410438743565,13.168444119940679,62.11740822474693
(3S)Gal(b1-4)[Fuc(a1-3)]Glc(b1-Sp0,17.02828764047246,5.207938524022731,8.97775358891817
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp0,13.481211059439973,6.470461368596522,22.71927526939703
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,4.681238002209813,9.183430739108292,256.56447990516284
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,6.921558258260925,6.202931308394978,21.64629165151625
GlcNAc(b1-3)Gal(b1-3)GalNAc(a1-Sp8,11.0377664710378,7.323902867722462,15.643422489207186
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,2.60438660004616,9.328514759417327,22.358478906371783
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,6.994979157700663,5.071468881481311,56.8716703627499
GalNAc(a1-3)GalNAc(b1-Sp8,9.359547386269986,11.414671211318351,3.2478218284208054
GalNAc(a1-3)Gal(b1-Sp8,4.425703792901198,12.24718610797324,40.19632448081132
GalNAc(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,4.9766992287392,12.297121814575169,16.650862099278058
GalNAc(b1-3)GalNAc(a1-Sp8,3.921791625753892,7.133339718708197,6.226627627911168
GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-Sp8,8.591615055195772,15.589921656206837,7.675353510371099
GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,4.553541529677749,8.478196186837145,32.55489503811218
GalNAc(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,1.5664912394690524,12.312653508349307,12.969025606806396
GalNAc(b1-4)GlcNAc(b1-Sp0,75.918140429478,28.07647363977111,515.7733516035198
GalNAc(b1-4)GlcNAc(b1-Sp8,87.48277184806155,87.61616250708607,355.46275756264777
Gal(a1-2)Gal(b1-Sp8,14.835614898614747,3.446908038010301,18.41778392991856
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,3.3367307797703227,17.38467076217364,229.94169638608486
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp8,6.718146029163949,135.83843008300886,474.5187690203458
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,85.75529635169283,151.62885520008803,376.8048989794431
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,85.21458931925986,147.21845506237588,1376.1335984110501
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(a1-Sp0,25.598195325256853,64.27106205203937,148.48807526751116
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,16.425635951640743,74.43696559592624,698.4729458581198
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,2.648411645213034,21.248145115809624,521.01892091812
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,6.939723891901777,215.55738494910275,117.78652696393135
Gal(a1-4)[Gal(a1-3)]Gal(b1-4)GlcNAc(b1-Sp8,10.309217731840759,13.09005406288173,9.941023321737733
Gal(a1-3)GalNAc(a1-Sp8,11.630927041405597,4.668178060996227,9.165785286006153
Gal(a1-3)GalNAc(a1-Sp16,9.075443099375367,4.647281606129188,3.6160819335296916
Gal(a1-3)GalNAc(b1-Sp8,8.285126637937811,7.1837488293601535,11.37600389093932
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,6.189222981050749,14.819957965864825,5.377106871651955
Gal(a1-3)Gal(b1-3)GlcNAc(b1-Sp0,4.510534644215324,2.3745493612824045,5.9399529472743575
Gal(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,4.922244501156632,5.1204165628068425,6.595182874581012
Gal(a1-3)Gal(b1-4)Glc(b1-Sp0,4.647524940851142,4.979236849491427,3.1620516978695905
Gal(a1-3)Gal(b1-4)Glc(a1-Sp10,5.490354798113381,5.138144663851602,5.72040687626326
Gal(a1-3)Gal(b1-Sp8,5.4590753847759474,1.570221973692455,15.10686572817693
Gal(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,9.55351015089916,20.698015227472087,23.17324114548214
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,5.576907083381134,12.739433152322755,2.942874814983921
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp8,15.472254851696098,4.569503108927707,4.011718966872766
Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,8.308741435781151,8.150476522009821,24.64869490086307
Gal(a1-4)GlcNAc(b1-Sp8,1.9983533661075403,8.936020595833847,5.486243253812213
Gal(a1-6)Glc(b1-Sp8,6.687332698468058,9.085274477233293,30.134636515976105
Gal(b1-2)Gal(b1-Sp8,3.5912012409962952,5.6000876620370965,4.802028081967038
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,2.7388898753266178,10.091306058641107,17.452376789423266
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,5.0212812371445565,16.33690930345048,7.75293242113374
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp0,5.7466468468577405,11.707176321954556,4.291280378861298
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp8 ,6.596217527492557,6.763926786761267,3.6095709020140734
Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-Sp8,10.156043476792528,11.424113383942167,4.404859534934116
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp8,12.296296029665434,11.33771069631491,13.231089378524244
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp14,15.33749944384677,8.823308446901697,14.011311671883796
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,6.669760963920171,3.7634255685478872,22.66969425657669
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,6.878956130353888,8.00179898371818,10.494518022440733
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp8,8.844654078547489,5.463125493097646,8.602581724691724
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp14,16.18186030186784,8.24960620029829,8.523502543164593
Neu5Ac(b2-6)[Gal(b1-3)]GalNAc(a1-Sp8,3.8531085531684672,3.5123607184722183,9.743917095082107
Neu5Ac(a2-6)[Gal(b1-3)]GlcNAc(b1-4)Gal(b1-4)Glc(b1-Sp10,2.6222042191000914,6.537344652775056,7.0171541130760335
Gal(b1-3)GalNAc(a1-Sp8,13.480754454282842,4.542086175151239,6.222967826460833
Gal(b1-3)GalNAc(a1-Sp14,5.2573536444996085,6.850859740207789,9.725746052060305
Gal(b1-3)GalNAc(a1-Sp16,2.9959007675767007,14.236199470920365,12.156042855955773
Gal(b1-3)GalNAc(b1-Sp8,5.721349364369093,9.274019936359851,3.218008828841485
Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,6.0795089474808695,11.76825956641422,29.06562564066588
Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,9.058796424608518,11.698156941302047,1.6549475782231662
Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc(b1-Sp8,10.994084691134294,2.1555743124899878,0.9119929509047674
Gal(b1-3)Gal(b1-Sp8,7.665565270034994,3.619574025927189,14.476163384307547
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,5.915922983144728,12.564042994825884,3.8124327749264513
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,2.6311212671596893,7.820396776538902,15.168279140034327
Gal(b1-3)GlcNAc(b1-Sp0,5.826791038527699,11.443480181417716,9.862274161461613
Gal(b1-3)GlcNAc(b1-Sp8,3.4226301158611907,7.332467059306811,13.01099527332556
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,4.02704687871067,3.0454556336723964,11.678402129429633
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,5.0618889585970415,5.460495831805629,2.168092401167444
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,9.58773888824506,9.005913441548653,7.493795911063143
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,0.9259697493259066,7.031571741023949,5.486617844355483
Gal(b1-4)(6S)Glc(b1-Sp0,8.32082505624693,12.31035392352714,7.011923767115087
Gal(b1-4)(6S)Glc(b1-Sp8,6.571526352124492,7.035119165302032,9.789169080289703
Gal(b1-4)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,2.918867554377894,5.724593375370282,20.23863238946344
Gal(b1-4)GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,6.988404167082787,1.766341613571207,3.9349784178781273
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp8,12.296867892950086,11.420965191370644,7.1015568520219565
